"Date","Price","Open","High","Low","Vol.","Change %"
"10/19/2012","4,800.31","4,819.28","4,820.24","4,786.17","","-0.37%"
"10/18/2012","4,817.99","4,814.85","4,824.79","4,801.78","","0.09%"
"10/17/2012","4,813.79","4,819.49","4,823.90","4,794.65","","-0.08%"
"10/16/2012","4,817.41","4,814.13","4,825.90","4,805.19","","0.13%"
"10/12/2012","4,811.26","4,788.90","4,811.26","4,768.65","","0.34%"
"10/11/2012","4,795.12","4,839.51","4,848.19","4,792.51","","-1.06%"
"10/10/2012","4,846.29","4,857.03","4,873.83","4,825.99","","-0.31%"
"10/09/2012","4,861.57","4,873.11","4,874.46","4,846.18","","-0.07%"
"10/08/2012","4,864.96","4,873.99","4,881.70","4,855.24","","-0.14%"
"10/05/2012","4,871.96","4,852.06","4,871.96","4,852.06","","0.47%"
"10/04/2012","4,849.35","4,862.80","4,863.53","4,825.33","","-0.36%"
"10/03/2012","4,866.65","4,892.77","4,895.22","4,839.06","","-0.54%"
"10/02/2012","4,892.93","4,928.86","4,931.68","4,884.57","","-0.73%"
"10/01/2012","4,928.95","4,935.38","4,941.95","4,920.04","","-0.65%"
"09/28/2012","4,961.42","4,976.94","4,981.60","4,949.19","","-0.32%"
"09/27/2012","4,977.38","4,963.86","4,984.28","4,959.48","","0.18%"
"09/26/2012","4,968.21","4,999.98","5,002.09","4,964.64","","-0.62%"
"09/25/2012","4,999.10","5,007.41","5,016.86","4,988.41","","-0.09%"
"09/24/2012","5,003.40","5,013.26","5,040.23","4,986.77","","-0.15%"
"09/21/2012","5,011.11","4,981.15","5,016.96","4,981.15","","0.86%"
"09/20/2012","4,968.60","4,954.82","4,968.60","4,901.67","","0.07%"
"09/19/2012","4,965.26","5,048.71","5,050.17","4,955.52","","-1.59%"
"09/18/2012","5,045.50","5,079.71","5,080.05","5,045.50","","-0.65%"
"09/17/2012","5,078.67","5,110.71","5,110.71","5,058.15","","-0.89%"
"09/14/2012","5,124.47","5,137.53","5,140.83","5,118.84","","-0.26%"
"09/13/2012","5,137.62","5,145.26","5,145.26","5,131.45","","-0.15%"
"09/12/2012","5,145.26","5,150.25","5,160.40","5,140.25","","-0.13%"
"09/11/2012","5,151.83","5,179.34","5,179.34","5,145.97","","-0.54%"
"09/10/2012","5,179.95","5,204.84","5,206.27","5,174.07","","-0.35%"
"09/07/2012","5,198.24","5,204.21","5,204.21","5,181.30","","-0.12%"
"09/06/2012","5,204.44","5,207.47","5,208.15","5,195.08","","0.01%"
"09/05/2012","5,203.74","5,207.70","5,211.31","5,193.48","","-0.11%"
"09/04/2012","5,209.42","5,209.09","5,210.92","5,192.57","","-0.02%"
"09/03/2012","5,210.40","5,220.80","5,223.43","5,201.04","","-0.14%"
"08/31/2012","5,217.47","5,214.56","5,219.99","5,196.26","","0.14%"
"08/30/2012","5,209.92","5,203.50","5,209.92","5,201.32","","0.15%"
"08/29/2012","5,202.25","5,208.22","5,213.94","5,194.86","","-0.16%"
"08/28/2012","5,210.39","5,214.36","5,218.71","5,196.86","","-0.02%"
"08/27/2012","5,211.19","5,219.44","5,224.67","5,207.72","","-0.11%"
"08/24/2012","5,216.77","5,224.01","5,224.63","5,209.61","","-0.15%"
"08/23/2012","5,224.53","5,226.24","5,238.11","5,220.35","","-0.02%"
"08/22/2012","5,225.80","5,217.25","5,226.91","5,216.33","","0.26%"
"08/21/2012","5,212.26","5,214.49","5,225.74","5,205.57","","0.04%"
"08/17/2012","5,210.42","5,210.35","5,216.67","5,199.54","","-0.03%"
"08/16/2012","5,212.06","5,217.52","5,225.52","5,202.21","","-0.10%"
"08/15/2012","5,217.34","5,223.61","5,223.82","5,202.53","","-0.10%"
"08/14/2012","5,222.76","5,229.04","5,229.04","5,204.91","","0.09%"
"08/10/2012","5,218.19","5,247.87","5,252.57","5,213.56","","-0.69%"
"08/09/2012","5,254.48","5,224.47","5,257.20","5,224.47","","0.54%"
"08/08/2012","5,226.42","5,225.29","5,236.44","5,219.36","","0.09%"
"08/07/2012","5,221.50","5,236.31","5,236.31","5,208.44","","-0.29%"
"08/06/2012","5,236.74","5,256.74","5,269.85","5,230.42","","-0.35%"
"08/03/2012","5,255.17","5,247.60","5,255.17","5,226.18","","0.13%"
"08/02/2012","5,248.40","5,253.25","5,257.81","5,236.27","","-0.10%"
"08/01/2012","5,253.59","5,245.59","5,255.61","5,225.61","","0.27%"
"07/31/2012","5,239.41","5,263.56","5,263.56","5,227.43","","-0.44%"
"07/30/2012","5,262.40","5,269.00","5,291.64","5,255.84","","-0.08%"
"07/27/2012","5,266.50","5,250.25","5,266.50","5,233.58","","0.45%"
"07/26/2012","5,243.08","5,229.04","5,243.23","5,215.28","","0.25%"
"07/24/2012","5,230.19","5,244.33","5,247.43","5,226.65","","-0.18%"
"07/23/2012","5,239.45","5,177.46","5,241.69","5,177.46","","1.26%"
"07/20/2012","5,174.44","5,147.72","5,174.44","5,147.72","","0.54%"
"07/19/2012","5,146.69","5,150.20","5,152.94","5,136.08","","-0.06%"
"07/18/2012","5,149.75","5,115.79","5,149.75","5,115.64","","0.66%"
"07/17/2012","5,115.86","5,114.06","5,115.86","5,089.82","","0.01%"
"07/16/2012","5,115.53","5,088.72","5,121.84","5,088.24","","0.50%"
"07/13/2012","5,090.05","5,072.56","5,094.28","5,065.21","","0.42%"
"07/12/2012","5,068.68","5,074.09","5,080.17","5,067.51","","-0.19%"
"07/11/2012","5,078.44","5,044.57","5,078.44","5,033.30","","0.94%"
"07/10/2012","5,030.91","5,016.20","5,043.66","5,016.20","","0.50%"
"07/09/2012","5,005.95","5,012.15","5,031.14","5,005.42","","-0.22%"
"07/06/2012","5,016.93","5,025.82","5,031.26","5,002.13","","-0.02%"
"07/05/2012","5,017.97","5,016.38","5,021.92","5,010.31","","-0.12%"
"07/04/2012","5,024.05","5,018.24","5,024.05","5,005.01","","0.02%"
"07/03/2012","5,022.83","4,983.81","5,022.83","4,983.81","","0.70%"
"07/02/2012","4,987.90","4,992.32","5,010.32","4,985.97","","0.08%"
"06/29/2012","4,983.76","4,971.64","4,991.06","4,971.64","","0.22%"
"06/28/2012","4,972.92","4,972.84","4,974.54","4,947.11","","0.01%"
"06/27/2012","4,972.42","5,001.72","5,005.71","4,966.10","","-0.61%"
"06/26/2012","5,002.82","5,011.19","5,011.19","4,986.76","","-0.15%"
"06/25/2012","5,010.53","5,029.01","5,033.89","5,006.56","","-0.18%"
"06/22/2012","5,019.52","5,026.62","5,026.67","5,005.76","","0.06%"
"06/21/2012","5,016.60","5,047.99","5,049.48","5,016.60","","-0.60%"
"06/20/2012","5,047.11","5,048.74","5,079.38","5,032.09","","0.01%"
"06/19/2012","5,046.38","5,025.17","5,046.38","5,015.48","","0.37%"
"06/18/2012","5,027.86","5,037.06","5,046.88","5,019.86","","-0.19%"
"06/15/2012","5,037.20","5,028.97","5,046.45","5,023.32","","0.11%"
"06/14/2012","5,031.91","5,020.96","5,036.42","5,015.30","","0.35%"
"06/13/2012","5,014.25","4,989.74","5,014.25","4,980.19","","0.47%"
"06/12/2012","4,990.65","5,046.00","5,046.00","4,984.54","","-1.08%"
"06/11/2012","5,045.05","5,074.04","5,074.18","5,032.32","","-0.54%"
"06/08/2012","5,072.33","5,074.19","5,081.93","5,051.95","","0.13%"
"06/07/2012","5,065.78","5,052.98","5,067.18","5,041.99","","0.38%"
"06/06/2012","5,046.65","5,054.74","5,061.18","5,042.23","","-0.19%"
"06/05/2012","5,056.19","5,035.90","5,056.19","5,034.27","","0.38%"
"06/04/2012","5,036.89","5,032.16","5,042.36","5,024.40","","0.03%"
"06/01/2012","5,035.36","5,031.91","5,036.44","5,021.63","","0.03%"
"05/31/2012","5,033.72","5,045.89","5,047.49","5,011.43","","-0.14%"
"05/30/2012","5,040.71","5,065.89","5,070.58","5,029.93","","-0.29%"
"05/29/2012","5,055.32","4,976.07","5,056.38","4,976.07","","1.59%"
"05/28/2012","4,976.04","5,057.89","5,070.00","4,973.39","","-1.63%"
"05/25/2012","5,058.42","5,093.22","5,099.48","5,055.38","","-0.63%"
"05/24/2012","5,090.74","5,118.19","5,118.73","5,090.55","","-0.61%"
"05/23/2012","5,121.84","5,117.48","5,129.04","5,110.48","","0.06%"
"05/22/2012","5,118.92","5,116.36","5,118.92","5,102.53","","0.21%"
"05/21/2012","5,108.08","5,124.24","5,124.93","5,100.86","","-0.17%"
"05/18/2012","5,117.01","5,125.58","5,127.33","5,102.09","","-0.07%"
"05/17/2012","5,120.67","5,144.74","5,151.29","5,111.63","","-0.36%"
"05/16/2012","5,139.00","5,147.88","5,155.14","5,129.46","","-0.05%"
"05/15/2012","5,141.43","5,139.41","5,151.68","5,114.17","","0.21%"
"05/14/2012","5,130.59","5,129.74","5,133.94","5,110.10","","0.12%"
"05/11/2012","5,124.42","5,138.71","5,138.71","5,093.24","","-0.27%"
"05/10/2012","5,138.35","5,107.16","5,144.13","5,081.67","","0.60%"
"05/09/2012","5,107.58","5,080.12","5,111.67","5,080.12","","0.42%"
"05/08/2012","5,085.97","5,068.04","5,085.97","5,056.42","","0.38%"
"05/07/2012","5,066.93","5,066.45","5,078.65","5,056.21","","0.00%"
"05/04/2012","5,066.84","5,069.49","5,080.38","5,051.85","","-0.18%"
"05/03/2012","5,075.91","5,082.08","5,087.67","5,057.22","","-0.16%"
"05/02/2012","5,083.82","5,082.13","5,091.90","5,075.35","","-0.11%"
"04/30/2012","5,089.29","5,083.39","5,089.59","5,070.11","","0.12%"
"04/27/2012","5,083.39","5,097.03","5,097.03","5,065.64","","-0.24%"
"04/26/2012","5,095.72","5,092.21","5,095.72","5,082.89","","0.22%"
"04/25/2012","5,084.29","5,081.34","5,101.35","5,075.62","","0.19%"
"04/24/2012","5,074.49","5,107.55","5,107.55","5,067.07","","-0.42%"
"04/23/2012","5,095.68","5,118.02","5,126.67","5,081.38","","-0.38%"
"04/20/2012","5,115.11","5,085.12","5,115.11","5,083.96","","0.90%"
"04/19/2012","5,069.32","5,068.00","5,076.87","5,058.37","","0.10%"
"04/18/2012","5,064.04","5,052.29","5,065.25","5,042.27","","0.40%"
"04/17/2012","5,043.67","5,060.49","5,061.82","5,032.84","","-0.27%"
"04/16/2012","5,057.49","5,076.02","5,080.47","5,055.07","","-0.15%"
"04/13/2012","5,064.96","5,067.89","5,075.44","5,047.70","","0.13%"
"04/12/2012","5,058.36","5,004.66","5,058.36","5,004.66","","1.11%"
"04/11/2012","5,002.59","5,004.85","5,011.15","4,987.51","","0.01%"
"04/10/2012","5,002.12","5,033.03","5,035.50","4,982.68","","-0.67%"
"04/06/2012","5,035.84","4,983.14","5,056.99","4,983.14","","1.07%"
"04/05/2012","4,982.52","4,928.32","4,990.05","4,928.32","","1.21%"
"04/04/2012","4,922.89","4,884.18","4,924.08","4,883.78","","0.78%"
"04/03/2012","4,884.67","4,848.30","4,887.35","4,848.30","","0.69%"
"04/02/2012","4,851.10","4,830.19","4,853.67","4,830.19","","0.65%"
"03/30/2012","4,819.77","4,824.11","4,832.79","4,813.96","","-0.11%"
"03/29/2012","4,825.18","4,813.67","4,829.00","4,803.78","","0.26%"
"03/28/2012","4,812.87","4,787.53","4,812.87","4,781.63","","0.24%"
"03/27/2012","4,801.23","4,829.51","4,833.24","4,788.65","","-0.40%"
"03/26/2012","4,820.31","4,796.04","4,820.31","4,780.97","","0.51%"
"03/23/2012","4,795.87","4,777.39","4,803.12","4,765.95","","0.22%"
"03/22/2012","4,785.46","4,783.75","4,790.87","4,770.67","","0.11%"
"03/21/2012","4,780.25","4,764.63","4,782.71","4,759.64","","0.43%"
"03/19/2012","4,759.56","4,776.10","4,776.10","4,755.27","","-0.09%"
"03/16/2012","4,763.98","4,760.66","4,769.73","4,747.40","","0.35%"
"03/15/2012","4,747.36","4,753.46","4,760.43","4,745.61","","-0.11%"
"03/14/2012","4,752.77","4,748.92","4,760.12","4,743.98","","0.08%"
"03/13/2012","4,748.99","4,770.54","4,770.54","4,748.99","","-0.47%"
"03/12/2012","4,771.37","4,770.85","4,779.20","4,761.57","","0.06%"
"03/09/2012","4,768.69","4,764.56","4,773.57","4,758.40","","0.19%"
"03/08/2012","4,759.64","4,731.62","4,759.64","4,722.33","","0.54%"
"03/07/2012","4,733.93","4,729.78","4,733.93","4,717.35","","0.24%"
"03/06/2012","4,722.75","4,747.97","4,747.97","4,722.75","","-0.44%"
"03/05/2012","4,743.59","4,765.86","4,765.86","4,735.34","","-0.22%"
"03/02/2012","4,754.17","4,787.14","4,788.49","4,754.17","","-0.65%"
"03/01/2012","4,785.46","4,782.93","4,785.46","4,763.33","","0.35%"
"02/29/2012","4,768.66","4,740.95","4,772.60","4,739.40","","0.72%"
"02/28/2012","4,734.71","4,736.41","4,737.88","4,720.13","","-0.01%"
"02/27/2012","4,735.34","4,727.47","4,736.12","4,716.76","","0.03%"
"02/24/2012","4,733.91","4,729.34","4,734.33","4,717.36","","0.19%"
"02/23/2012","4,725.08","4,703.65","4,725.08","4,689.99","","0.46%"
"02/22/2012","4,703.55","4,693.68","4,705.25","4,690.15","","0.24%"
"02/21/2012","4,692.23","4,687.93","4,693.54","4,671.15","","0.22%"
"02/20/2012","4,681.83","4,684.05","4,688.84","4,674.82","","-0.13%"
"02/17/2012","4,687.92","4,667.53","4,690.12","4,664.41","","0.01%"
"02/16/2012","4,687.61","4,661.73","4,688.25","4,661.73","","0.59%"
"02/15/2012","4,659.93","4,648.02","4,665.42","4,641.42","","0.25%"
"02/14/2012","4,648.34","4,653.87","4,653.87","4,638.64","","-0.22%"
"02/13/2012","4,658.43","4,682.13","4,682.23","4,652.53","","-0.57%"
"02/10/2012","4,685.06","4,698.24","4,703.79","4,677.99","","-0.28%"
"02/09/2012","4,698.24","4,703.80","4,710.09","4,685.68","","-0.06%"
"02/08/2012","4,701.17","4,707.56","4,713.52","4,691.52","","-0.10%"
"02/07/2012","4,705.81","4,725.45","4,727.80","4,695.96","","-0.42%"
"02/06/2012","4,725.45","4,729.28","4,738.30","4,717.10","","0.00%"
"02/03/2012","4,725.23","4,720.10","4,732.94","4,718.22","","0.06%"
"02/02/2012","4,722.61","4,707.31","4,722.61","4,698.25","","0.27%"
"02/01/2012","4,709.68","4,702.37","4,716.65","4,696.31","","0.30%"
"01/31/2012","4,695.64","4,704.25","4,704.55","4,677.75","","-0.22%"
"01/30/2012","4,705.93","4,715.58","4,719.73","4,693.73","","-0.16%"
"01/27/2012","4,713.51","4,702.83","4,714.48","4,682.48","","0.14%"
"01/26/2012","4,706.96","4,712.35","4,724.21","4,689.55","","-0.10%"
"01/25/2012","4,711.50","4,702.67","4,713.60","4,694.08","","0.23%"
"01/24/2012","4,700.74","4,695.41","4,700.74","4,682.53","","0.03%"
"01/23/2012","4,699.49","4,686.98","4,699.49","4,680.27","","0.25%"
"01/20/2012","4,687.65","4,675.55","4,693.89","4,670.53","","0.33%"
"01/19/2012","4,672.41","4,679.39","4,679.39","4,639.87","","-0.14%"
"01/18/2012","4,679.07","4,721.32","4,724.19","4,677.87","","-0.59%"
"01/17/2012","4,706.82","4,726.11","4,733.96","4,706.82","","-0.33%"
"01/16/2012","4,722.21","4,722.97","4,734.94","4,717.43","","-0.08%"
"01/13/2012","4,725.90","4,731.37","4,731.37","4,711.98","","-0.11%"
"01/12/2012","4,731.29","4,729.47","4,732.12","4,716.72","","0.04%"
"01/11/2012","4,729.30","4,746.94","4,746.94","4,721.91","","-0.27%"
"01/10/2012","4,741.96","4,722.99","4,741.96","4,707.72","","0.36%"
"01/09/2012","4,724.95","4,739.53","4,740.66","4,715.70","","-0.33%"
"01/06/2012","4,740.46","4,740.92","4,756.72","4,734.03","","-0.22%"
"01/05/2012","4,751.12","4,740.92","4,751.87","4,739.41","","-0.15%"
"01/04/2012","4,758.44","4,747.86","4,763.23","4,733.61","","0.31%"
"01/03/2012","4,743.87","4,746.56","4,749.87","4,731.09","","-0.07%"
"01/02/2012","4,747.03","4,744.29","4,756.08","4,725.46","","0.52%"
"12/30/2011","4,722.25","4,704.97","4,728.41","4,704.97","","0.44%"
"12/29/2011","4,701.51","4,692.48","4,708.91","4,688.17","","0.16%"
"12/28/2011","4,694.07","4,673.36","4,694.07","4,672.14","","0.20%"
"12/27/2011","4,684.83","4,693.89","4,702.27","4,676.84","","-0.22%"
"12/26/2011","4,695.27","4,692.76","4,702.85","4,688.66","","0.12%"
"12/23/2011","4,689.70","4,696.09","4,709.01","4,682.01","","-0.19%"
"12/22/2011","4,698.42","4,694.41","4,698.42","4,684.70","","0.16%"
"12/21/2011","4,690.71","4,683.18","4,695.73","4,668.96","","0.16%"
"12/20/2011","4,683.10","4,694.93","4,695.69","4,673.17","","-0.28%"
"12/19/2011","4,696.07","4,703.09","4,706.73","4,680.95","","0.00%"
"12/16/2011","4,696.19","4,705.65","4,709.38","4,689.61","","-0.20%"
"12/15/2011","4,705.39","4,720.82","4,726.64","4,704.13","","-0.31%"
"12/14/2011","4,720.03","4,701.82","4,724.35","4,693.60","","0.40%"
"12/13/2011","4,701.33","4,664.60","4,703.80","4,664.60","","0.88%"
"12/12/2011","4,660.33","4,636.65","4,660.33","4,631.51","","0.48%"
"12/09/2011","4,637.93","4,647.70","4,648.69","4,624.71","","-0.11%"
"12/08/2011","4,643.09","4,637.63","4,643.09","4,621.71","","0.04%"
"12/07/2011","4,641.10","4,642.66","4,645.25","4,613.29","","-0.08%"
"12/06/2011","4,644.61","4,665.62","4,665.62","4,625.83","","-0.47%"
"12/05/2011","4,666.41","4,688.61","4,695.06","4,650.55","","-0.38%"
"12/02/2011","4,684.02","4,685.57","4,685.57","4,671.14","","-0.03%"
"12/01/2011","4,685.60","4,681.42","4,688.14","4,667.74","","0.07%"
"11/30/2011","4,682.26","4,700.82","4,702.15","4,668.57","","-0.46%"
"11/29/2011","4,704.11","4,705.87","4,709.48","4,680.81","","-0.46%"
"11/28/2011","4,725.77","4,726.14","4,742.27","4,714.20","","0.00%"
"11/25/2011","4,725.92","4,727.25","4,732.87","4,716.76","","0.07%"
"11/24/2011","4,722.67","4,732.16","4,732.85","4,702.48","","-0.07%"
"11/23/2011","4,725.84","4,729.29","4,736.83","4,717.55","","-0.04%"
"11/22/2011","4,727.50","4,725.26","4,730.94","4,705.53","","0.06%"
"11/21/2011","4,724.69","4,745.47","4,752.30","4,709.24","","-0.13%"
"11/18/2011","4,730.69","4,721.36","4,736.60","4,721.30","","0.01%"
"11/17/2011","4,730.18","4,720.77","4,732.82","4,715.74","","0.27%"
"11/16/2011","4,717.48","4,727.98","4,730.87","4,708.23","","-0.21%"
"11/15/2011","4,727.34","4,722.83","4,738.20","4,713.13","","-0.03%"
"11/14/2011","4,728.90","4,723.88","4,742.50","4,723.88","","0.12%"
"11/11/2011","4,723.18","4,716.38","4,727.10","4,707.22","","0.17%"
"11/10/2011","4,715.28","4,716.55","4,720.31","4,705.19","","0.02%"
"11/09/2011","4,714.33","4,718.10","4,723.74","4,711.61","","-0.08%"
"11/08/2011","4,718.16","4,699.60","4,726.00","4,699.60","","0.36%"
"11/04/2011","4,701.20","4,694.95","4,708.91","4,690.57","","0.17%"
"11/03/2011","4,693.06","4,699.01","4,711.48","4,691.49","","-0.03%"
"11/02/2011","4,694.60","4,680.91","4,695.50","4,670.72","","0.29%"
"11/01/2011","4,680.81","4,666.38","4,680.81","4,661.38","","0.34%"
"10/31/2011","4,664.94","4,645.47","4,665.91","4,644.27","","0.45%"
"10/28/2011","4,644.07","4,648.42","4,648.42","4,624.22","","-0.10%"
"10/27/2011","4,648.85","4,641.43","4,649.65","4,628.19","","0.28%"
"10/26/2011","4,635.93","4,622.50","4,659.87","4,622.50","","0.80%"
"10/25/2011","4,599.18","4,534.65","4,603.15","4,487.73","","1.34%"
"10/24/2011","4,538.41","4,623.67","4,624.44","4,538.41","","-1.92%"
"10/21/2011","4,627.24","4,638.08","4,645.39","4,618.88","","-0.20%"
"10/20/2011","4,636.67","4,627.73","4,642.27","4,612.70","","0.23%"
"10/19/2011","4,625.98","4,624.97","4,639.91","4,613.81","","0.01%"
"10/18/2011","4,625.72","4,629.51","4,645.29","4,605.75","","0.05%"
"10/17/2011","4,623.47","4,617.99","4,644.10","4,617.26","","0.02%"
"10/14/2011","4,622.75","4,607.55","4,623.53","4,603.28","","0.14%"
"10/13/2011","4,616.44","4,599.66","4,616.44","4,586.54","","0.05%"
"10/12/2011","4,613.92","4,666.57","4,670.80","4,613.92","","-1.19%"
"10/11/2011","4,669.40","4,693.41","4,706.77","4,656.61","","-0.49%"
"10/10/2011","4,692.46","4,695.17","4,697.19","4,670.06","","-0.06%"
"10/07/2011","4,695.10","4,703.65","4,721.08","4,684.37","","0.10%"
"10/06/2011","4,690.45","4,705.81","4,706.12","4,676.68","","-0.26%"
"10/05/2011","4,702.62","4,703.50","4,711.61","4,688.13","","0.15%"
"10/04/2011","4,695.65","4,673.32","4,704.20","4,667.66","","0.32%"
"10/03/2011","4,680.48","4,661.71","4,682.54","4,647.60","","0.30%"
"09/30/2011","4,666.44","4,672.39","4,681.18","4,652.46","","0.05%"
"09/29/2011","4,664.20","4,668.09","4,670.65","4,655.86","","-0.04%"
"09/28/2011","4,666.20","4,656.92","4,671.31","4,656.92","","0.02%"
"09/27/2011","4,665.44","4,641.98","4,665.80","4,641.98","","0.12%"
"09/26/2011","4,660.06","4,674.17","4,676.89","4,645.18","","-0.16%"
"09/23/2011","4,667.63","4,659.37","4,671.68","4,652.23","","0.18%"
"09/22/2011","4,659.18","4,622.23","4,661.45","4,619.75","","0.93%"
"09/21/2011","4,616.09","4,593.81","4,616.09","4,592.48","","0.52%"
"09/20/2011","4,592.05","4,561.70","4,592.05","4,560.48","","0.71%"
"09/19/2011","4,559.62","4,555.07","4,560.26","4,545.51","","0.12%"
"09/16/2011","4,554.29","4,521.15","4,556.57","4,520.03","","0.57%"
"09/15/2011","4,528.58","4,538.65","4,540.98","4,520.87","","-0.23%"
"09/14/2011","4,539.13","4,536.11","4,541.12","4,522.18","","0.07%"
"09/13/2011","4,535.81","4,535.53","4,543.43","4,529.69","","0.02%"
"09/12/2011","4,534.78","4,537.19","4,545.87","4,494.42","","-0.06%"
"09/09/2011","4,537.35","4,537.48","4,538.91","4,507.16","","0.05%"
"09/08/2011","4,535.30","4,527.55","4,541.07","4,522.46","","0.19%"
"09/07/2011","4,526.74","4,520.39","4,541.58","4,517.76","","0.30%"
"09/06/2011","4,513.03","4,545.17","4,545.57","4,509.82","","-0.91%"
"09/05/2011","4,554.30","4,561.70","4,564.86","4,544.03","","0.10%"
"09/02/2011","4,549.85","4,498.95","4,555.62","4,498.95","","1.10%"
"08/29/2011","4,500.45","4,487.75","4,500.75","4,481.80","","0.36%"
"08/26/2011","4,484.52","4,480.91","4,489.03","4,459.12","","0.19%"
"08/25/2011","4,475.88","4,477.62","4,484.98","4,469.83","","-0.02%"
"08/24/2011","4,476.94","4,450.43","4,476.94","4,444.90","","0.59%"
"08/23/2011","4,450.80","4,464.67","4,465.74","4,440.67","","-0.23%"
"08/22/2011","4,461.12","4,447.73","4,461.12","4,447.26","","0.42%"
"08/19/2011","4,442.64","4,462.80","4,462.80","4,431.85","","-0.44%"
"08/18/2011","4,462.22","4,432.33","4,462.22","4,426.47","","0.74%"
"08/17/2011","4,429.51","4,402.99","4,430.08","4,395.50","","0.64%"
"08/16/2011","4,401.23","4,404.66","4,404.66","4,381.82","","0.23%"
"08/15/2011","4,391.28","4,373.38","4,391.28","4,367.37","","0.46%"
"08/12/2011","4,371.06","4,371.51","4,376.29","4,356.32","","0.08%"
"08/11/2011","4,367.69","4,396.30","4,396.30","4,366.75","","-0.64%"
"08/10/2011","4,395.77","4,331.45","4,395.77","4,330.28","","1.41%"
"08/09/2011","4,334.69","4,425.26","4,425.26","4,331.42","","-2.13%"
"08/08/2011","4,429.14","4,469.95","4,469.95","4,429.14","","-0.83%"
"08/05/2011","4,466.23","4,456.34","4,466.64","4,450.72","","0.31%"
"08/04/2011","4,452.45","4,432.42","4,453.71","4,428.24","","0.56%"
"08/03/2011","4,427.58","4,423.04","4,430.72","4,418.76","","0.28%"
"08/02/2011","4,415.29","4,418.20","4,434.51","4,415.29","","0.14%"
"08/01/2011","4,408.90","4,431.98","4,434.77","4,408.50","","-0.32%"
"07/29/2011","4,423.03","4,418.39","4,426.23","4,401.89","","0.13%"
"07/28/2011","4,417.31","4,421.19","4,421.35","4,406.00","","-0.13%"
"07/27/2011","4,422.97","4,441.51","4,441.51","4,403.77","","-0.14%"
"07/26/2011","4,429.30","4,414.36","4,429.30","4,405.27","","0.36%"
"07/22/2011","4,413.53","4,405.95","4,419.12","4,403.28","","0.33%"
"07/21/2011","4,399.01","4,372.06","4,399.01","4,370.99","","0.85%"
"07/20/2011","4,361.85","4,344.39","4,367.22","4,343.72","","0.37%"
"07/19/2011","4,345.75","4,348.95","4,353.57","4,331.87","","-0.12%"
"07/18/2011","4,351.08","4,351.92","4,352.64","4,333.91","","0.00%"
"07/15/2011","4,351.17","4,342.81","4,353.42","4,337.16","","0.18%"
"07/14/2011","4,343.25","4,351.73","4,354.14","4,324.99","","-0.19%"
"07/13/2011","4,351.73","4,348.00","4,351.73","4,327.14","","0.10%"
"07/12/2011","4,347.17","4,327.96","4,347.17","4,317.36","","0.47%"
"07/11/2011","4,326.76","4,329.43","4,338.54","4,324.61","","0.01%"
"07/08/2011","4,326.54","4,322.80","4,335.71","4,304.01","","0.36%"
"07/07/2011","4,310.86","4,284.38","4,311.15","4,282.68","","0.63%"
"07/06/2011","4,283.68","4,253.51","4,283.82","4,250.04","","0.74%"
"07/05/2011","4,252.21","4,260.82","4,271.48","4,236.40","","-0.12%"
"07/04/2011","4,257.49","4,282.28","4,284.34","4,243.54","","-0.35%"
"07/01/2011","4,272.57","4,298.66","4,301.16","4,272.57","","-0.56%"
"06/30/2011","4,296.59","4,322.04","4,322.04","4,290.00","","-0.27%"
"06/29/2011","4,308.40","4,297.74","4,323.64","4,297.74","","0.19%"
"06/28/2011","4,300.42","4,310.42","4,315.05","4,284.86","","0.01%"
"06/27/2011","4,300.08","4,296.20","4,325.05","4,293.36","","0.06%"
"06/24/2011","4,297.53","4,241.92","4,297.53","4,234.14","","0.96%"
"06/23/2011","4,256.76","4,233.95","4,256.76","4,226.83","","1.06%"
"06/22/2011","4,212.29","4,204.08","4,220.24","4,200.23","","0.16%"
"06/21/2011","4,205.68","4,212.13","4,217.34","4,196.40","","0.09%"
"06/20/2011","4,201.70","4,207.05","4,226.15","4,201.70","","-0.37%"
"06/17/2011","4,217.15","4,237.57","4,244.13","4,213.02","","-0.33%"
"06/16/2011","4,231.14","4,218.28","4,241.48","4,218.28","","0.31%"
"06/15/2011","4,218.26","4,213.87","4,224.44","4,198.20","","0.33%"
"06/14/2011","4,204.58","4,187.63","4,208.20","4,172.55","","0.79%"
"06/13/2011","4,171.49","4,152.56","4,171.49","4,151.10","","0.55%"
"06/10/2011","4,148.85","4,174.94","4,177.31","4,141.96","","-0.31%"
"06/09/2011","4,161.64","4,155.48","4,162.26","4,130.66","","0.23%"
"06/08/2011","4,152.19","4,130.41","4,162.20","4,130.41","","0.51%"
"06/07/2011","4,131.14","4,135.53","4,137.11","4,122.89","","-0.02%"
"06/06/2011","4,131.93","4,138.92","4,146.78","4,117.52","","-0.18%"
"06/03/2011","4,139.38","4,142.78","4,148.80","4,125.03","","-0.11%"
"06/02/2011","4,143.76","4,145.62","4,148.71","4,124.28","","0.02%"
"06/01/2011","4,142.89","4,121.79","4,144.24","4,119.44","","0.53%"
"05/31/2011","4,121.14","4,101.08","4,121.14","4,096.83","","0.12%"
"05/30/2011","4,116.35","4,120.53","4,125.51","4,099.12","","0.00%"
"05/27/2011","4,116.44","4,102.45","4,126.40","4,091.63","","0.61%"
